"Disposition","Location","per_loc"
TRAFFIC PROBLEM,"1609 RAPPELING CT",1
RECOVERED STOLEN VEH,"1609 DIAMOND OAKS CT",1
OUT OF VEHICLE,"1609 DAVIS PL",2
DETAIL,"1608 WELLNESS WAY",1
NON-CRIMINAL DETAIL,"1608 WELLNESS WAY",1
SEE PERSON FOR INFO,"1608 WELLNESS WAY",1
SUSPICIOUS SITUATION,"1608 WELLNESS WAY",1
TRESPASS,"1608 WELLNESS WAY",2
DETAIL,"1608 WELLNESS",1
TRAFFIC PROBLEM,"1608 STONEHAVEN DR",1
OUT OF VEHICLE,"1608 PATRICK THOMAS CT",1
OUT OF VEHICLE,"1608 LUNING DR",2
OTHER DISTURBANCE,"1608 BEARDEN DR",1
ASSIST A CITIZEN,"1607 WELLNESS WAY",1
DETAIL,"1607 INDUSTRIAL RD",1
INVESTIGATION/FOLLOW,"1606 W WARM SPRINGS RD",1
PERSON ON FOOT,"1606 W WARM SPRINGS RD",1
TRAFFIC PROBLEM,"1606 REXFORD PL",1
BURGLARY,"1605 WELLNESS WAY",1
DETAIL,"1605 WELLNESS WAY",1
LODGING W/O CONSENT,"1605 WELLNESS WAY",2
NON-CRIMINAL DETAIL,"1605 WELLNESS WAY",1
OTHER DISTURBANCE,"1605 WELLNESS WAY",2
PERSON ON FOOT,"1605 WELLNESS WAY",1
SICK OR INJURED PERS,"1605 WELLNESS WAY",1
TRESPASS,"1605 WELLNESS WAY",1
TRAFFIC PROBLEM,"1605 STRONG DR",1
OUT OF VEHICLE,"1605 MANHATTAN DR",1
INVESTIGATION/FOLLOW,"1605 FREMONT",1
TRAFFIC PROBLEM,"1605 E MCWILLIAMS AVE",1
NON-CRIMINAL DETAIL,"1605 BEARDEN DR",1
TRESPASS,"1604 WELLNESS WAY",1
TRAFFIC PROBLEM,"1604 STONEFIELD ST",1
OUT OF VEHICLE,"1604 MANHATTAN DR",2
OUT OF VEHICLE,"1604 LUDWIG DR",1
TRAFFIC PROBLEM,"1604 CORDOVA",1
TRAFFIC PROBLEM,"1604 BLUE MOUNTAIN DR",1
OUT OF VEHICLE,"1602 MARATHON DR",1
INJ ANIMAL/NO STAND,"1601 YELLOW ROSE ST",1
OUT OF VEHICLE,"1601 YELLOW ROSE ST",2
WANTED PERSON,"1601 YELLOW ROSE ST",1
OUT OF VEHICLE,"1601 S SANDHILL RD",1
TRAFFIC PROBLEM,"1601 S 11TH ST",1
TRAFFIC PROBLEM,"1601 GRAGSON AVE",2
OUT OF VEHICLE,"1601 CORDOBA LN",1
OUT OF VEHICLE,"1601 ARDMORE ST",3
ASSIST A CITIZEN,"1600 WELLNESS WAY",1
BAR/PERIMETER CHECK,"1600 WELLNESS WAY",1
BURGLARY,"1600 WELLNESS WAY",1
DETAIL,"1600 WELLNESS WAY",3
OUT OF VEHICLE,"1600 WELLNESS WAY",3
PERSON ON FOOT,"1600 WELLNESS WAY",5
SUSPICIOUS SITUATION,"1600 WELLNESS WAY",2
SUSPICIOUS VEHICLE,"1600 WELLNESS WAY",1
TRAFFIC PROBLEM,"1600 WELLNESS WAY",1
TRAFFIC PROBLEM,"1600 SILVER BIRCH LN",1
TRAFFIC PROBLEM,"1600 SAYLOR WAY",1
TRAFFIC PROBLEM,"1600 SAND CANYON DR",1
OUT OF VEHICLE,"1600 S VALLEY VIEW BLVD",1
TRAFFIC PROBLEM,"1600 RED OAK AVE",1
INVESTIGATION/FOLLOW,"1600 N DECATUR BLVD",1
TRAFFIC PROBLEM,"1600 MARLIN AVE",1
LICENSE CHECK/NUMBER,"1600 LANGSTON HUGHES ST",1
TRAFFIC PROBLEM,"1600 K ST",1
TRAFFIC PROBLEM,"1600 GRAGSON AVE",1
DETAIL,"1600 FREMONT ST",1
TRAFFIC PROBLEM,"1600 FAIRFIELD AVE",1
OUT OF VEHICLE,"1600 E ROCHELLE AVE",1
RECOVERED STOLEN VEH,"1600 CURTIS DR",1
TRAFFIC PROBLEM,"1600 CHAPMAN DR",1
GRAFFITI,"1600 BECKE CIR",1
OUT OF VEHICLE,"1600 BEARDEN",1
TRAFFIC PROBLEM,"1600 ATLANTIC ST",1
TRAFFIC PROBLEM,"1600 APACHE HILLS WAY",1
OUT OF VEHICLE,"160 DEVON WAY",1
INVESTIGATION/FOLLOW,"16 SUNNY DAY AVE",1
OUT OF VEHICLE,"16 FRAD AVE",2
OUT OF VEHICLE,"16 E WEBB AVE",1
DETAIL,"15TH AND POPLAR",2
DETAIL,"15TH AND CHARLESTON",2
INVESTIGATION/FOLLOW,"1591 N DECATUR BLVD",1
ASSIST AN OFFICER,"1591 MAPLELEAF ST",1
OUT OF VEHICLE,"1591 CHARTERED CIR",2
WANTED PERSON,"1591 CHARTERED CIR",1
NON-CRIMINAL DETAIL,"1581 S MAIN ST",1
TRAFFIC PROBLEM,"1581 NORTHWIND CT",1
ASSIST A CITIZEN,"1581 N MAIN ST",1
BURGLARY ALARM,"1581 N MAIN ST",1
DETAIL,"1581 N MAIN ST",1
LODGING W/O CONSENT,"1581 N MAIN ST",1
PANIC ALARM,"1581 N MAIN ST",2
PERSON ON FOOT,"1581 N MAIN ST",1
SUSPICIOUS PERSON,"1581 N MAIN ST",1
NON-CRIMINAL DETAIL,"1581 MOUNT MARIAH DR",1
OUT OF VEHICLE,"1581 AMAPOLA DR",1
OUT OF VEHICLE,"1574 TILLMAN FALLS AVE",3
OUT OF VEHICLE,"1574 AMBERSHADE CT",1
OUT OF VEHICLE,"1572 ORCHARD VALLEY DR",1
OUT OF VEHICLE,"1571 NORTHWIND CT",2
OUT OF VEHICLE,"1562 WHITE DR",2
OUT OF VEHICLE,"1562 S NELLIS",1
OUT OF VEHICLE,"1559 N MAIN ST",1
OUT OF VEHICLE,"1556 BENT ARROW DR",1
OUT OF VEHICLE,"1555 E ROCHELLE AVE",3
WANTED PERSON,"1555 E ROCHELLE AVE",1
OTHER DISTURBANCE,"1550 INDUSTRIAL RD",1
PERSON ON FOOT,"1550 INDUSTRIAL RD",1
TRESPASS,"1550 INDUSTRIAL RD",1
OUT OF VEHICLE,"1550 BRACKEN AVE",5
OUT OF VEHICLE,"1545 MOUNT HOOD",1
OUT OF VEHICLE,"1537 LORILYN AVE",1
OUT OF VEHICLE,"1537 COBB LN",2
TRAFFIC STOP,"1532 H ST",1
OUT OF VEHICLE,"1529 DUNEVILLE ST",1
TRAFFIC PROBLEM,"1528 COBB LN",1
OUT OF VEHICLE,"1528 CHRISTY LN",1
DETAIL,"1527 INDUSTRIAL",1
OUT OF VEHICLE,"1527 FORT DIX CIR",1
OUT OF VEHICLE,"1527 CANE HILL DR",3
NON-CRIMINAL DETAIL,"1526 N LAS VEGAS BLVD",1
RECOVERED STOLEN VEH,"1526 EXLEY AVE",1
OUT OF VEHICLE,"1525 WESTWIND RD",1
TRAFFIC PROBLEM,"1525 TETON ST",1
OUT OF VEHICLE,"1525 PINTO LN",3
OUT OF VEHICLE,"1525 FREMONT ST",20
TRANSPORT,"1525 FREMONT ST",1
OUT OF VEHICLE,"1525 FREMONT",3
OUT OF VEHICLE,"1525 FREEMONT",1
OUT OF VEHICLE,"1525 E FREMONT",6
WANTED PERSON,"1525 E FREMONT",1
OUT OF VEHICLE,"1524 SAYLOR WAY",1
TRAFFIC PROBLEM,"1524 INVERNESS AVE",1
OUT OF VEHICLE,"1524 FREMONT ST",1
TRAFFIC PROBLEM,"1524 CANYON ROSE WAY",1
TRAFFIC PROBLEM,"1523 MARLIN AVE",1
OUT OF VEHICLE,"1521 N LAS VEGAS BLVD",1
INVESTIGATION/FOLLOW,"1520 S CASINO CENTER BLVD",1
TRAFFIC PROBLEM,"1520 S CASINO CENTER BLVD",3
TRAFFIC PROBLEM,"1520 ASTRONOMY CIR",1
RECOVERED STOLEN VEH,"152 N LAS VEGAS BLVD",1
TRAFFIC PROBLEM,"1517 REXFORD PL",1
OUT OF VEHICLE,"1517 LILAC BREEZE CIR",1
ASSIST AN OFFICER,"1517 FRANK-AVED ST",1
STOLEN VEHICLE,"1517 E ST LOUIS AVE",1
TRAFFIC PROBLEM,"1516 METROPOLITAN ST",1
TRAFFIC PROBLEM,"1516 KIRBY DR",1
OUT OF VEHICLE,"1516 HENRY DR",5
OUT OF VEHICLE,"1516 FRANK-AVED ST",1
RECOVERED STOLEN VEH,"1516 BONNIE CASTLE WAY",1
OUT OF VEHICLE,"1515 S MOJAVE RD",3
OUT OF VEHICLE,"1515 MARLIN AVE",1
TRAFFIC PROBLEM,"1513 EVERETT ST",1
TRAFFIC PROBLEM,"1513 ASTRONOMY CIR",2
TRAFFIC PROBLEM,"1512 TETON ST",1
TRAFFIC PROBLEM,"1512 NEWBERRY CT",1
OUT OF VEHICLE,"1512 N 21ST ST",3
OUT OF VEHICLE,"1512 N 21ST",1
TRAFFIC PROBLEM,"1512 MCGRAIL ST",1
TRAFFIC PROBLEM,"1512 KINSMEN ST",1
OUT OF VEHICLE,"1511 N LAS VEGAS BLVD",1
OUT OF VEHICLE,"1511 N 22ND ST",2
DETAIL,"1511 LAS VEGAS BLVD N",1
SICK OR INJURED PERS,"1511 LAS VEGAS",1
OUT OF VEHICLE,"1510 E OGDEN AVE",1
OUT OF VEHICLE,"1510 BRACKEN AVE",4
OUT OF VEHICLE,"1509 N ASTRONOMY",1
OUT OF VEHICLE,"1509 E HARMON AVE",1
OUT OF VEHICLE,"1509 COBB LN",1
OUT OF VEHICLE,"1509 ASTRONOMY CIR",3
OUT OF VEHICLE,"1508 WATERCREEK DR",1
OUT OF VEHICLE,"1508 S LAS VEGAS BLVD",1
INVESTIGATION/FOLLOW,"1508 ROCK SPRINGS DR",2
OUT OF VEHICLE,"1508 N MOJAVE RD",2
TRAFFIC PROBLEM,"1508 MCGRAIL ST",1
OUT OF VEHICLE,"1508 LIVING DESERT DR",1
DETAIL,"1508 COBB LN",1
OUT OF VEHICLE,"1508 COBB LN",1
WANTED PERSON,"1507 BENT ARROW DR",1
TRAFFIC PROBLEM,"1506 E ST LOUIS AVE",1
TRAFFIC PROBLEM,"1505 VIRGIL ST",1
OUT OF VEHICLE,"1505 REXFORD PL",1
TRAFFIC PROBLEM,"1505 HENRY DR",1
TRAFFIC PROBLEM,"1505 GRANGEVILLE DR",1
TRAFFIC PROBLEM,"1505 E ST LOUIS AVE",1
TRAFFIC PROBLEM,"1504 S 7TH ST",1
OUT OF VEHICLE,"1504 LOGAN VALLEY LN",1
TRAFFIC PROBLEM,"1504 EUCLID AVE",1
OUT OF VEHICLE,"1504 EASTWOOD DR",2
OUT OF VEHICLE,"1503 STEWART AVE",1
OUT OF VEHICLE,"1503 LAURELHURST DR",1
PERSON ON FOOT,"1503 E OAKEY BLVD",1
DETAIL,"1501 WESTERN AVE",1
DETAIL,"1501 W OAKEY BLVD",1
OUT OF VEHICLE,"1501 NEVADA HWY",1
WANTED PERSON,"1501 NEVADA HWY",1
TRAFFIC PROBLEM,"1501 N TONOPAH DR",1
OUT OF VEHICLE,"1501 N LAS VEGAS BLVD",4
OTHER DISTURBANCE,"1501 N DECATUR BLVD",2
TRAFFIC PROBLEM,"1501 KINSMEN ST",1
TRAFFIC PROBLEM,"1500 THELMA LN",1
DETAIL,"1500 STEWART AVE",1
WANTED PERSON,"1500 SAYLOR WAY",1
TRAFFIC PROBLEM,"1500 S CASINO CENTER BLVD",2
TRAFFIC PROBLEM,"1500 S 11TH ST",1
TRAFFIC PROBLEM,"1500 PRESIDIO AVE",1
DETAIL,"1500 POPLAR AVE",2
TRAFFIC PROBLEM,"1500 PARAISO ST",1
TRAFFIC PROBLEM,"1500 N DURANGO DR",3
TRAFFIC PROBLEM,"1500 N 23RD ST",1
RECOVERED STOLEN VEH,"1500 MEYER ST",1
TRAFFIC PROBLEM,"1500 MARLIN AVE",1
TRAFFIC PROBLEM,"1500 LEWIS AVE",1
OUT OF VEHICLE,"1500 LAVA CIR",1
TRAFFIC PROBLEM,"1500 LAVA CIR",1
ASST AN OFFICER,"1500 KAREN AVE",1
DETAIL,"1500 KAREN AVE",2
OUT OF VEHICLE,"1500 KAREN AVE",8
TRAFFIC PROBLEM,"1500 INDUSTRIAL RD",2
TRAFFIC PROBLEM,"1500 HENRY DR",3
OUT OF VEHICLE,"1500 HARRIS AVE",1
OUT OF VEHICLE,"1500 FREMONT ST",1
OUT OF VEHICLE,"1500 FREMONT",1
OUT OF VEHICLE,"1500 FRANK-AVED ST",3
OUT OF VEHICLE,"1500 FRANK ST",1
RECOVERED STOLEN VEH,"1500 FAIRFIELD AVE",1
TRAFFIC PROBLEM,"1500 FAIRFIELD AVE",13
TRAFFIC PROBLEM,"1500 EVERETT ST",1
TRAFFIC PROBLEM,"1500 BANNER CIR",2
TRAFFIC PROBLEM,"1500 BAMBER DR",1
NON-CRIMINAL DETAIL,"1500 ALTA DR",1
OUT OF VEHICLE,"150 N LAS VEGAS BLVD",2
URINATING/DEFECATING,"15/WASHINGTON",1
OUT OF VEHICLE,"15 W OWENS",1
OTHER DISTURBANCE,"15 S RAMPART BLVD",1
TRAFFIC PROBLEM,"15 LOCUSTWOOD ST",1
OTHER DISTURBANCE,"15 FREMONT ST",1
PERSON ON FOOT,"15 FREMONT ST",1
DETAIL,"15 & SAHARA",1
DETAIL,"14TH AND STEWART",1
DETAIL,"14TH AND CLARK",2
DETAIL,"14TH AND CARSON",1
OUT OF VEHICLE,"1492 N LAMB BLVD",6
OUT OF VEHICLE,"1481 PALM ST",2
TRAFFIC PROBLEM,"1480 GRAGSON AVE",1
ANIMAL COMPLAINT,"1476 N TOWN CENTER DR",1
NARCOTICS,"1468 E CHARLESTON BLVD",1
TRAFFIC PROBLEM,"1460 BALZAR AVE",2
OUT OF VEHICLE,"146 CARRIAGE WAY WEST",1
OUT OF VEHICLE,"146 CARRIAGE WAY",1
INVESTIGATION/FOLLOW,"14580 KYLE CANYON RD",1
OUT OF VEHICLE,"1458 E DESERT INN RD",2
OUT OF VEHICLE,"1456 UNIONVILLE LN",1
OUT OF VEHICLE,"1456 BELLGLEN DR",1
OUT OF VEHICLE,"1455 N MAIN ST",2
WARRANT PICKUP,"1455 E KATIE AVE",1
OUT OF VEHICLE,"1450 E HARMON AVE",1
TRAFFIC PROBLEM,"1449 HASSELL AVE",1
OUT OF VEHICLE,"1449 BELLGLEN DR",1
TRAFFIC PROBLEM,"1441 CULLEY ST",2
OUT OF VEHICLE,"1440 W CHEYENNE AVE",2
INVESTIGATION/FOLLOW,"1436 LAWRY AVE",1
RECKLESS DRIVER,"1436 E CHARLESTON BLVD",1
TRAFFIC PROBLEM,"1436 BALZAR AVE",1
OUT OF VEHICLE,"1429 PADRE BAY DR",1
TRAFFIC PROBLEM,"1429 EMERYWHEEL CIR",1
TRAFFIC PROBLEM,"1425 SMOKEY GLEN CIR",1
OUT OF VEHICLE,"1425 SILK TASSEL DR",2
OUT OF VEHICLE,"1425 SANTA MARGARITA ST",1
TRAFFIC PROBLEM,"1425 PATRIOT ST",1
DIRECTED PATROL ACTI,"1425 N MAIN ST",1
INVESTIGATION/FOLLOW,"1425 BELLGLEN DR",3
TRAFFIC PROBLEM,"1424 PATRIOT ST",1
TRAFFIC PROBLEM,"1424 MEZPAH DR",1
TRAFFIC PROBLEM,"1424 BLANKENSHIP AVE",1
OUT OF VEHICLE,"1421 SHARON RD",1
TRAFFIC PROBLEM,"1421 SATTES ST",1
PERSON ON FOOT,"1421 S COMMERCE ST",1
ASSIST AN OFFICER,"1421 FRANCIS AVE",1
TRAFFIC PROBLEM,"1421 CULLEY ST",1
TRAFFIC PROBLEM,"1420 STEVENS ST",1
TRAFFIC PROBLEM,"1420 SEDRO ST",1
DETAIL,"1420 S. COMMERCE",1
TRAFFIC PROBLEM,"1420 ROBIN ST",1
COMMUNITY CONTACT,"1420 N LAS VEGAS BLVD",3
OUT OF VEHICLE,"1420 LEWIS AVE",1
OUT OF VEHICLE,"1419 HENRY DR",1
TRAFFIC PROBLEM,"1417 N MOJAVE RD",1
SUICIDE THREAT,"1417 N LAS VEGAS BLVD",1
TRAFFIC PROBLEM,"1417 BROCADO LN",1
TRAFFIC PROBLEM,"1417 AUTUMN GLEN CIR",1
OUT OF VEHICLE,"1416 SPICE SKY DR",1
TRANSPORT,"1416 S CASINO CENTER BLVD",1
TRAFFIC PROBLEM,"1416 PHILLIPS AVE",1
TRAFFIC PROBLEM,"1416 N SANDHILL RD",2
TRAFFIC PROBLEM,"1416 HENRY DR",1
TRAFFIC PROBLEM,"1416 GREENBARE DR",1
TRESPASS,"1416 FOREMASTER LN",1
TRAFFIC PROBLEM,"1416 DOLOMITI DR",1
OUT OF VEHICLE,"1416 CHOLLA WAY",1
TRAFFIC PROBLEM,"1416 BALZAR AVE",1
OUT OF VEHICLE,"1415 W BONANZA RD",1
TRAFFIC PROBLEM,"1414 SAPPHIRE SPRINGS CIR",1
INVESTIGATION/FOLLOW,"1414 MARLIN AVE",1
FIRE,"1414 INDUSTRIAL RD",1
OUT OF VEHICLE,"1413 SAPPHIRE SPRING CT",1
TRAFFIC PROBLEM,"1413 N TONOPAH DR",1
OUT OF VEHICLE,"1413 HILLSIDE PL",1
TRAFFIC PROBLEM,"1413 GREENBARE DR",1
OUT OF VEHICLE,"1413 BRACKEN AVE",1
OUT OF VEHICLE,"1413 ARTHUR AVE",3
TRAFFIC PROBLEM,"1412 SAYLOR WAY",1
TRAFFIC PROBLEM,"1412 LAWRY AVE",1
WANTED PERSON,"1412 GENTLE BROOK ST",1
TRAFFIC PROBLEM,"1412 EATON DR",1
TRAFFIC PROBLEM,"1412 DOLOMITI DR",1
TRAFFIC PROBLEM,"1412 BANYON ST",1
OTHER DISTURBANCE,"1411 S MAIN ST",1
TRAFFIC PROBLEM,"1411 N ST",1
DETAIL,"1411 N JONES BLVD",1
OUT OF VEHICLE,"1411 BETTY LN",1
DIRECTED PATROL ACTI,"1410 S. CASINO CENTER",2
DETAIL,"1410 S CASINO CENTER BLVD",1
DIRECTED PATROL ACTI,"1410 S CASINO CENTER BLVD",1
OUT OF VEHICLE,"1410 PACIFIC ST",1
OUT OF VEHICLE,"1410 N TONOPAH DR",1
OTHER DISTURBANCE,"1410 INDUSTRIAL RD",1
ASSIST ACO,"141 VANCE CT",1
OUT OF VEHICLE,"141 LAKEWOOD GARDEN DR",1
TRAFFIC PROBLEM,"1409 WHEATLAND WAY",1
TRANSPORT,"1409 PATRIOT ST",1
TRAFFIC PROBLEM,"1409 GREENBARE DR",1
TRAFFIC PROBLEM,"1409 FAY BLVD",1
ASST AN OFFICER,"1409 E LAKE MEAD BLVD",1
OUT OF VEHICLE,"1409 E LAKE MEAD BLVD",3
OUT OF VEHICLE,"1409 E CARTIER AVE",1
TRAFFIC PROBLEM,"1408 REXFORD PL",1
OUT OF VEHICLE,"1408 HENRY DR",1
OTHER DISTURBANCE,"1407 INDUSTRIAL RD",1
TRAFFIC PROBLEM,"1407 INDUSTRIAL RD",1
OUT OF VEHICLE,"1406 LOS MEADOWS DR",1
"911 DISC","1406 INDUSTRIAL RD",1
TRAFFIC PROBLEM,"1406 INDUSTRIAL RD",2
INVESTIGATION/FOLLOW,"1405 VEGAS VALLEY DR",1
OUT OF VEHICLE,"1405 VEGAS VALLEY DR",1
TRAFFIC PROBLEM,"1405 TETON ST",1
RECOVERED STOLEN VEH,"1405 PHILLIPS AVE",1
TRAFFIC PROBLEM,"1405 PHILLIPS AVE",1
TRAFFIC PROBLEM,"1405 INDUSTRIAL RD",1
TRAFFIC PROBLEM,"1405 GREENBARE DR",1
TRAFFIC PROBLEM,"1405 EASTWOOD DR",1
TRAFFIC PROBLEM,"1405 BALDOSA CT",1
TRAFFIC PROBLEM,"1405 AUTUMN GLEN CIR",2
OUT OF VEHICLE,"1404 SANTA MARGARITA ST",1
MISSING/FOUND PROPER,"1404 FREMONT ST",1
OUT OF VEHICLE,"1404 DAYBREAK RD",1
OTHER DISTURBANCE,"1404 ARTHUR AVE",1
TRAFFIC PROBLEM,"1402 E ST LOUIS AVE",1
OUT OF VEHICLE,"1401 SPICE SKY DR",1
TRAFFIC PROBLEM,"1401 S RAINBOW",1
MISC. ADMIN MATTER,"1401 S LAS VEGAS BLVD",1
TRAFFIC PROBLEM,"1401 S COMMERCE ST",1
TRAFFIC PROBLEM,"1401 RYAN AVE",1
INVESTIGATION/FOLLOW,"1401 RAINBOW MEADOWS DR",1
OUT OF VEHICLE,"1401 N RAINBOW BLVD",1
BAR/PERIMETER CHECK,"1401 N LAS VEGAS BLVD",2
COMMUNITY CONTACT,"1401 N LAS VEGAS BLVD",1
DETAIL,"1401 N LAS VEGAS BLVD",13
DIRECTED PATROL ACTI,"1401 N LAS VEGAS BLVD",3
FIGHT,"1401 N LAS VEGAS BLVD",1
MISC. ADMIN MATTER,"1401 N LAS VEGAS BLVD",1
OUT OF VEHICLE,"1401 N LAS VEGAS BLVD",4
SUSPICIOUS SITUATION,"1401 N LAS VEGAS BLVD",1
OUT OF VEHICLE,"1401 N LAMB BLVD",3
TRAFFIC PROBLEM,"1401 N DURANGO DR",1
PERSON ON FOOT,"1401 INDUSTRIAL RD",1
INVESTIGATION/FOLLOW,"1401 FREMONT ST",1
OTHER DISTURBANCE,"1401 CLARK AVE",1
OUT OF VEHICLE,"1401 CHAPARREAL SUMMIT DR",1
TRAFFIC PROBLEM,"1401 BROCADO LN",1
TRAFFIC PROBLEM,"1401 ARDMORE ST",1
TRAFFIC PROBLEM,"1400 VIRGIL ST",1
TRAFFIC PROBLEM,"1400 SPIRAL DR",1
OUT OF VEHICLE,"1400 SEWARD ST",1
RECOVERED STOLEN VEH,"1400 SATTES ST",1
OUT OF VEHICLE,"1400 S VALLEY VIEW BLVD",2
TRAFFIC PROBLEM,"1400 S MAIN ST",1
MISC. ADMIN MATTER,"1400 S CASINO CENTER BLVD",1
ANIMAL COMPLAINT,"1400 PATRIOT ST",1
TRAFFIC PROBLEM,"1400 PARAISO ST",1
OUT OF VEHICLE,"1400 N TONOPAH DR",1
OUT OF VEHICLE,"1400 N SANDHILL RD",1
TRAFFIC PROBLEM,"1400 N SANDHILL RD",1
TRAFFIC PROBLEM,"1400 N PIONEER WAY",1
TRAFFIC PROBLEM,"1400 N MICHAEL WAY",1
OTHER DISTURBANCE,"1400 N LAS VEGAS BLVD",1
TRAFFIC PROBLEM,"1400 N DURANGO DR",4
TRAFFIC PROBLEM,"1400 MELISSA ST",1
TRAFFIC PROBLEM,"1400 MARLIN AVE",1
TRAFFIC PROBLEM,"1400 LINDEN AVE",2
PERSON ON FOOT,"1400 INDUSTRIAL RD",2
SUSPICIOUS SITUATION,"1400 INDUSTRIAL RD",1
SUSPICIOUS VEHICLE,"1400 INDUSTRIAL RD",1
TRAFFIC PROBLEM,"1400 INDUSTRIAL RD",3
OUT OF VEHICLE,"1400 HARRIS AVE",1
OUT OF VEHICLE,"1400 FERGUSON AVE",1
STOLEN VEHICLE,"1400 EXLEY AVE",1
OUT OF VEHICLE,"1400 E RENO AVE",3
TRAFFIC PROBLEM,"1400 E MESQUITE AVE",3
OUT OF VEHICLE,"1400 E HARRIS",1
PERSON ON FOOT,"1400 E CHARLESTON BLVD",1
TRAFFIC PROBLEM,"1400 CLARK AVE",1
TRAFFIC PROBLEM,"1400 CHOLLA WAY",1
BAR/PERIMETER CHECK,"1400 BIRCH ST",1
TRAFFIC PROBLEM,"1400 BANYON ST",1
TRAFFIC PROBLEM,"1400 BALZAR AVE",2
TRAFFIC PROBLEM,"1400 ARTHUR AVE",1
TRAFFIC PROBLEM,"1400 ANGEL DR",2
TRAFFIC PROBLEM,"1400 A ST",1
OUT OF VEHICLE,"14 TRACI ST",1
TRAFFIC PROBLEM,"14 SACRAMENTO DR",1
OTHER DISTURBANCE,"14",1
UNKNOWN TROUBLE,"13TH/ MARYLAND PKWY",1
DETAIL,"13TH AND MARLIN",1
DETAIL,"13TH @ POPLAR",1
DETAIL,"13TH @ BONANZA",1
TRAFFIC STOP,"13TH & FRE",1
OUT OF VEHICLE,"1395 BLANKENSHIP AVE",1
INVESTIGATION/FOLLOW,"1390 WESTWIND RD",1
OUT OF VEHICLE,"139 W VICTORY RD",2
OUT OF VEHICLE,"139 VICTORY ROAD",1
OUT OF VEHICLE,"1385 RINGE LN",1
OUT OF VEHICLE,"1381 CROSSDALE AVE",2
OUT OF VEHICLE,"1372 PYRAMID DR",1
OUT OF VEHICLE,"137 N 21ST ST",1
TRAFFIC PROBLEM,"1364 W BARTLETT AVE",1
OUT OF VEHICLE,"1364 TORINGTON DR",1
OUT OF VEHICLE,"136 JUDY LN",1
INVESTIGATION/FOLLOW,"1358 NAY CT",2
TRAFFIC PROBLEM,"1358 CASHMAN DR",1
TRAFFIC PROBLEM,"1353 HASSELL AVE",1
WANTED PERSON,"1351 N TOWN CENTER DR",1
OUT OF VEHICLE,"1350 S JONES",1
OUT OF VEHICLE,"1350 N TOWN CENTER DR",1
INVESTIGATION/FOLLOW,"135 E RENO AVE",4
MISSING/FOUND PROPER,"135 E RENO AVE",2
KEEP THE PEACE,"1348 PYRAMID DR",1
OUT OF VEHICLE,"1346 N JONES BLVD",1
TRAFFIC PROBLEM,"1344 W BARTLETT AVE",1
TRAFFIC PROBLEM,"1343 N DURANGO DR",3
OUT OF VEHICLE,"1342 CASHMAN DR",1
OUT OF VEHICLE,"1340 PINTO ROCK LN",3
TRAFFIC PROBLEM,"1333 SCENIC WAY",1
OUT OF VEHICLE,"1333 PINTO ROCK LN",1
OUT OF VEHICLE,"1333 EUCLID AVE",2
TRAFFIC PROBLEM,"1333 EASTWOOD DR",1
TRAFFIC PROBLEM,"1332 CALLE MONTERY ST",1
TRAFFIC PROBLEM,"1332 BITTERSWEET CIR",1
OUT OF VEHICLE,"1330 FRANK ST",1
TRAFFIC PROBLEM,"133 SEDRAN PL",1
OUT OF VEHICLE,"133 MARION DR",1
TRAFFIC PROBLEM,"1328 STEVENS ST",1
OUT OF VEHICLE,"1326 HEALING WATERS LN",4
TRAFFIC PROBLEM,"1325 TORINGTON DR",1
OUT OF VEHICLE,"1325 SOMBRERO DR",3
ASSIST A CITIZEN,"1325 N. MAIN STREET",1
TRAFFIC PROBLEM,"1325 KARI LEE CT",1
TRAFFIC PROBLEM,"1325 ARDMORE ST",1
TRAFFIC PROBLEM,"1324 STEVENS ST",1
OUT OF VEHICLE,"1324 SILVER LAKE DR",3
TRAFFIC PROBLEM,"1324 ROBIN ST",1
SUSPICIOUS SITUATION,"1321 PINTO ROCK LN",1
OTHER DISTURBANCE,"1320 PACIFIC TERRACE DR",1
TRAFFIC PROBLEM,"1320 MAENPAH CIR",1
OUT OF VEHICLE,"1320 E ST LOUIS AVE",2
TRAFFIC PROBLEM,"1320 BRACKEN AVE",1
OUT OF VEHICLE,"132 ROMERO DR",1
TRAFFIC PROBLEM,"132 HYMAN PL",1
OUT OF VEHICLE,"132 HUNTLY RD",2
OUT OF VEHICLE,"132 HUNTLEY",1
TRAFFIC PROBLEM,"132 HILLSWAY DR",1
OUT OF VEHICLE,"1319 W HORIZON RIDGE PKWY",1
TRAFFIC PROBLEM,"1319 ARDMORE ST",1
OUT OF VEHICLE,"1318 N JONES BLVD",4
OUT OF VEHICLE,"1317 SUN POINT DR",1
OUT OF VEHICLE,"1317 S CHRISTY LN",1
TRAFFIC PROBLEM,"1317 N 23RD ST",1
TRAFFIC PROBLEM,"1317 MADISON AVE",1
OUT OF VEHICLE,"1317 HEWITT ST",1
TRAFFIC PROBLEM,"1317 HART AVE",1
OUT OF VEHICLE,"1317 ALDERTON LN",1
TRAFFIC PROBLEM,"1316 MONTCLAIR ST",1
TRAFFIC PROBLEM,"1316 HART AVE",1
OUT OF VEHICLE,"1316 E ST LOUIS AVE",2
TRAFFIC PROBLEM,"1315 PHILLIPS AVE",1
